year,Base case cost,Modeled residential ashp
2017,5516.77774293,15867.6196559
2018,6097.59313422,14118.3809357
2019,6588.34461836,11584.8524315
2020,6967.83108502,10174.651424
2021,7226.57185774,9014.85299406
2022,7028.89183601,7617.10675795
2023,7159.67814576,6715.17038906
2024,6873.17646978,5461.39990591
2025,6996.75401049,4581.28121049
2026,6719.52041258,3263.58784658
2027,6835.88918425,2403.94220008
2028,6507.93708631,1164.10045928
2029,6192.85745095,-151.362736709
2030,6269.32087615,-910.239681773
2031,5944.45774174,-2261.07850488
