year,Base case cost,Modeled non-residential ashp
2017,28972.1145773,32604.4693443
2018,32022.346225,32252.632126
2019,36407.0542185,32133.2629398
2020,38504.0884762,31668.2449719
2021,39933.8845611,31115.5537293
2022,40982.40169,30520.3545258
2023,41744.9596019,29897.4200214
2024,42412.1977748,29276.7342987
2025,43174.7556867,28688.2913787
2026,44032.6333376,28131.6918788
2027,44795.1912495,27576.1427506
2028,45462.4294225,27021.2630637
2029,46320.3070734,26512.2853768
2030,46892.2255073,25972.8389313
2031,47845.4228972,25508.9794346
