year,Base case cost,Modeled non-residential ashp
2017,510829.810844,733170.802739
2018,538838.526803,758772.415155
2019,583834.67863,800494.906164
2020,603108.533776,818131.9309
2021,622859.56124,836823.832806
2022,632036.871094,845230.869526
2023,646387.268566,859003.562148
2024,651029.55368,863260.710694
2025,665594.471899,877247.924063
2026,673812.323674,884791.786846
2027,688631.98528,899033.743602
2028,694568.917139,904489.254752
2029,701693.235369,911035.868132
2030,714419.682711,923377.178907
2031,722825.24014,931108.747344
