year,Base case cost,Modeled residential ashp
2017,510829.810844,663962.134816
2018,538838.526803,686370.554453
2019,583834.67863,723750.303282
2020,603108.533776,739215.956929
2021,622859.56124,756502.854011
2022,632036.871094,763888.069042
2023,646387.268566,776894.395397
2024,651029.55368,780640.633098
2025,665594.471899,793861.4802
2026,673812.323674,800511.249005
2027,688631.98528,813986.839494
2028,694568.917139,818803.712088
2029,701693.235369,824583.959201
2030,714419.682711,836414.359131
2031,722825.24014,843251.83359
