year,Base case cost,Modeled non-residential ashp
2017,242125.134069,309358.64414
2018,261142.381256,327811.509689
2019,287355.343594,353246.540582
2020,299690.855283,365215.966884
2021,308428.509396,373694.310514
2022,315110.244894,380177.749762
2023,319222.082124,384167.558529
2024,322819.9397,387658.6412
2025,327445.756583,392147.176064
2026,332585.55312,397134.437023
2027,337211.370003,401622.971886
2028,340809.227579,405114.054558
2029,345949.024116,410101.315517
2030,349032.902039,413093.672093
2031,354172.698576,418080.933052
