year,Base case cost,Modeled residential ashp
2017,345789.816634,618317.359923
2018,367813.93455,625980.988684
2019,403505.859972,643971.046065
2020,423438.834493,653229.007379
2021,439173.337486,660284.370018
2022,452849.875125,666332.243207
2023,464375.588987,671277.245197
2024,475249.706406,675987.597101
2025,487053.995542,681414.118604
2026,499819.409201,687585.412449
2027,511922.908816,693504.687149
2028,522496.228287,698615.706406
2029,535715.616467,705521.175359
2030,546526.2408,711049.750175
2031,553389.828774,711775.444993
