year,Base case cost,Modeled residential energy efficiency
2017,632520.331635,634939.4693
2018,659298.597272,655362.586957
2019,704841.488117,692969.032396
2020,731197.233402,714684.858759
2021,752434.298844,732211.985059
2022,771159.419021,747712.605732
2023,787265.955955,761079.100656
2024,802574.673348,773835.58479
2025,819001.124216,787600.984884
2026,836580.85455,802409.932224
2027,853350.916679,816594.275497
2028,868264.669114,829254.345683
2029,886365.740673,844693.695688
2030,901552.012384,857696.443463
2031,909830.354984,863381.578486
2032,929416.468607,880259.697144
2033,948157.368032,896472.729019
2034,968158.184902,913829.359529
2035,985125.715283,928627.025068
2036,1005517.53807,946435.51414
