year,Base case cost,Modeled residential ashp
2017,20364.0072958,209599.963995
2018,22271.4372116,207207.922652
2019,24885.3226517,205113.138178
2020,26227.5881479,202678.811451
2021,27075.3347771,200152.853413
2022,27781.7903015,197647.109587
2023,28205.6636161,195114.675247
2024,28629.5369307,192644.784613
2025,29053.4102453,190235.971977
2026,29618.5746648,187932.173683
2027,30113.0935318,185663.939973
2028,30536.9668465,183429.905549
2029,31031.4857135,181274.105283
2030,31384.7134757,179127.18526
2031,31949.8778951,177101.293713
