year,Base case cost,Modeled non-residential ashp
2017,74061.9048607,79224.0671769
2018,80797.4332947,86588.9225439
2019,90227.1731024,96899.7200577
2020,94717.5253917,101809.623636
2021,97860.7719943,105246.55614
2022,106001.000525,113596.560316
2023,107902.912826,115666.293132
2024,109329.347052,117218.592744
2025,110993.520315,119029.608958
2026,113133.171654,121358.058377
2027,114797.344917,123169.074591
2028,116223.779142,124721.374203
2029,118363.430481,127049.823622
2030,126200.799174,134992.080137
2031,128459.443321,137439.522364
