year,Base case cost,Modeled residential ashp
2017,729901.515279,1003923.81214
2018,773375.455279,1043580.83832
2019,819401.861016,1084568.91782
2020,845987.157463,1108787.7277
2021,863138.961622,1124412.76633
2022,889016.13568,1149068.52796
2023,898580.40248,1157793.07372
2024,905536.23288,1164138.19791
2025,915100.49968,1172862.74367
2026,925534.24528,1182380.42996
2027,935098.51208,1191104.97572
2028,942923.82128,1198243.24043
2029,952488.088081,1206967.78619
2030,958574.439681,1212519.76985
2031,969877.664081,1222830.59666
