year,annotation,consumption,consumption residential,consumption non-residential
2003,,1385511.0,633886.0,751625.0
2004,,1438675.0,663184.0,775491.0
2005,,1398140.0,674447.0,723693.0
2006,,1409543.0,704700.0,704843.0
2007,,1469349.0,688418.0,780931.0
2008,,1906586.0,704644.0,1201942.0
2009,,1777401.0,752615.0,1024786.0
2010,,1751561.0,763781.0,987780.0
2011,,1745853.0,803402.0,942451.0
2012,,1781229.0,839998.0,941231.0
2013,,1785037.0,838701.0,946336.0
2014,start of forecast,1782809.0,839469.0,943339.0
2015,,1784204.0,840865.0,943339.0
2016,,1782624.0,839285.0,943339.0
2017,,1780697.0,837357.0,943339.0
2018,,1777360.0,834021.0,943339.0
2019,,1775289.0,831950.0,943339.0
2020,,1773519.0,830180.0,943339.0
2021,,1774448.0,831108.0,943339.0
2022,,1777450.0,834111.0,943339.0
2023,,1784349.0,841010.0,943339.0
2024,,1785070.0,841731.0,943339.0
2025,,1786132.0,842793.0,943339.0
2026,,1784528.0,841189.0,943339.0
2027,,1783572.0,840233.0,943339.0
2028,,1781010.0,837671.0,943339.0
2029,,1778187.0,834848.0,943339.0
2030,,1778959.0,835620.0,943339.0
2031,,1777593.0,834253.0,943339.0
2032,,1774073.0,830734.0,943339.0
2033,,1771920.0,828581.0,943339.0
2034,,1769184.0,825844.0,943339.0
2035,,1768407.0,825067.0,943339.0
2036,,1765947.0,822608.0,943339.0
2037,,1767041.0,823701.0,943339.0
2038,,1767364.0,824025.0,943339.0
2039,,1764897.0,821557.0,943339.0
2040,,1761309.0,817969.0,943339.0
