year,Base case cost,Modeled non-residential ashp
2017,29035.8012266,59133.891304
2018,30930.7086345,59571.2826042
2019,33436.8764966,60448.7416172
2020,34598.2713595,60422.3800176
2021,35454.0359953,60205.422824
2022,36065.2964495,59839.3990864
2023,36493.1787674,59365.8484853
2024,36859.9350399,58868.3026247
2025,37287.8173578,58430.3033524
2026,37776.8257211,58051.4390151
2027,38204.7080391,57647.3441874
2028,38571.4643116,57217.6262351
2029,39060.4726749,56887.8468779
2030,39366.102902,56447.7232147
2031,39855.1112653,56148.7797468
