year,Base case cost,Modeled residential ashp
2017,25942.5134748,109725.345839
2018,28369.7064083,108111.201501
2019,31462.0104828,106698.854451
2020,33376.0187815,105308.313647
2021,35043.0721988,103985.218767
2022,37359.3051689,103572.408582
2023,38668.7247073,102360.624322
2024,39932.2353313,101205.510083
2025,42165.8742055,101017.871399
2026,43615.5085021,100042.418384
2027,45016.332166,99117.2617333
2028,47279.506801,99152.4594508
2029,48806.0366318,98391.86805
2030,51056.6721125,98555.3025026
2031,52636.8837314,97935.0651623
