year,Base case cost,Modeled non-residential ashp
2017,1037360.11476,1000302.12591
2018,1125699.01671,1073086.39383
2019,1260153.90385,1186209.21143
2020,1321116.09519,1236505.36799
2021,1359246.05312,1267524.63608
2022,1379271.55659,1282217.12216
2023,1390496.98691,1289442.78945
2024,1395855.70181,1291690.57754
2025,1403513.14611,1295792.67692
2026,1418674.96409,1306065.89562
2027,1428022.95233,1311414.12082
2028,1431715.76791,1311996.0096
2029,1442727.85724,1318563.91778
2030,1448035.58056,1321649.55052
2031,1460777.8781,1329503.24879
