year,Base case cost,Modeled residential ashp
2017,955604.703481,1080844.3537
2018,1041197.20911,1155503.87809
2019,1163669.3037,1262736.05943
2020,1231165.69876,1323275.10279
2021,1296462.60682,1383602.47392
2022,1346002.03937,1429497.57939
2023,1396554.47254,1477730.89533
2024,1447892.7825,1526750.08805
2025,1500016.96924,1576555.15755
2026,1557683.20692,1631239.67308
2027,1613925.63648,1684831.68295
2028,1668575.85574,1737162.78498
2029,1726558.44104,1792494.95058
2030,1777631.30131,1841911.29854
2031,1842559.28896,1903526.26157
