year,Base case cost,Modeled non-residential ashp
2017,955604.703481,1139226.29429
2018,1041197.20911,1220789.23333
2019,1163669.3037,1337644.35631
2020,1231165.69876,1402576.48173
2021,1296462.60682,1466041.76861
2022,1346002.03937,1514238.0123
2023,1396554.47254,1563935.68892
2024,1447892.7825,1614419.24233
2025,1500016.96924,1665688.67252
2026,1557683.20692,1722255.9375
2027,1613925.63648,1777521.50243
2028,1668575.85574,1831316.96514
2029,1726558.44104,1888322.68581
2030,1777631.30131,1938785.0057
2031,1842559.28896,2002491.91256
