year,Base case cost,Modeled residential ashp
2017,2434.11156693,12890.3484422
2018,2892.25732405,12029.8871413
2019,3295.62123811,10802.3349155
2020,3497.30319514,10022.5968404
2021,3631.75783315,9397.38021936
2022,3743.80336484,8828.79778084
2023,3811.03068385,8365.51733499
2024,3634.67372314,7701.70561468
2025,3708.39245203,7223.95961701
2026,3792.6424279,6728.19467111
2027,3855.82990981,6289.54010224
2028,3919.01739172,5857.63701892
2029,3737.4639838,5151.95665975
2030,3776.895747,4780.58919619
2031,3592.4074624,4049.07084734
