year,Base case cost,Modeled non-residential ashp
2017,8139.85776355,15377.9716791
2018,9090.72503258,14101.7355743
2019,10358.548058,12511.1256413
2020,10992.4595707,11570.9758228
2021,11415.0672458,10852.2280905
2022,11767.2403084,10211.7557179
2023,11978.5441459,9720.88133885
2024,12154.6306773,9272.22666781
2025,12401.1518211,8758.41710909
2026,12682.8902712,8215.04530526
2027,12894.1941087,7749.18919583
2028,13105.4979463,7289.22550845
2029,13352.0190901,6799.27524838
2030,13492.8883152,6422.16720501
2031,13774.6267652,5907.58324355
