year,Base case cost,Modeled non-residential ashp
2017,6523380.0699,7680277.02654
2018,7196681.09952,8264992.29144
2019,8128593.30914,9082991.9609
2020,8567373.53594,9457425.33574
2021,8851243.63128,9692925.0105
2022,9076542.00044,9875486.54508
2023,9249911.38439,10011741.7169
2024,9367891.93767,10098219.9738
2025,9507624.99865,10204303.4849
2026,9705669.76528,10363958.3326
2027,9844487.88626,10469967.8129
2028,9957193.50204,10552853.4245
2029,10116694.0671,10677764.398
2030,10224476.1649,10756509.6495
2031,10382674.4611,10880883.1569
