year,Base case cost,Modeled residential energy efficiency
2017,4223978.45957,4610806.2261
2018,4530498.58979,4826859.73565
2019,4953902.90179,5135101.18007
2020,5151401.09526,5266027.89014
2021,5279194.04398,5342968.29354
2022,5371416.20523,5389933.36877
2023,5440021.63743,5418864.5132
2024,5478842.48765,5423581.50956
2025,5522322.47025,5430933.11258
2026,5601018.8534,5468937.17037
2027,5643244.85148,5476005.89593
2028,5673485.29157,5474085.24296
2029,5718966.50459,5482807.67496
2030,5741103.5939,5473688.08524
2031,5784812.87227,5481521.79948
2032,5831586.54184,5490318.42092
2033,5891350.17008,5512521.15782
2034,5961177.48874,5542666.35972
2035,5971817.29087,5524131.43692
2036,6032191.86234,5545608.34568
