year,Base case cost,Modeled non-residential ashp
2017,2504222.45617,2550261.01378
2018,2801598.87284,2842445.14734
2019,3208535.02197,3242909.35406
2020,3396351.70618,3426926.15953
2021,3529388.52417,3556857.99014
2022,3623296.86627,3648167.17004
2023,3693728.12285,3716316.04325
2024,3748507.98908,3769035.38773
2025,3818939.24566,3837250.75661
2026,3905021.89259,3920961.37985
2027,3967627.454,3981508.57854
2028,4030233.0154,4042086.37453
2029,4108489.96715,4118157.22147
2030,4147618.44303,4155599.32129
2031,4233701.08996,4239459.42942
