year,annotation,consumption,consumption residential,consumption non-residential
2003,,4284660.0,700267.0,3584393.0
2004,,4205684.0,729314.0,3476370.0
2005,,3605754.0,645983.0,2959771.0
2006,,3570637.0,703859.0,2866778.0
2007,,5344096.0,721846.0,4622250.0
2008,,5249584.0,627333.0,4622250.0
2009,,3806024.0,394217.0,3411807.0
2010,,5181037.0,880215.0,4300822.0
2011,,4598555.0,894528.0,3704027.0
2012,,5571803.0,927353.0,4644450.0
2013,,5376398.0,927137.0,4449261.0
2014,,5590568.0,941321.0,4649247.0
2015,,5695282.0,927039.0,4768243.0
2016,start of forecast,5532802.0,910551.0,4622250.0
2017,,5562437.0,940187.0,4622250.0
2018,,5590156.0,967905.0,4622250.0
2019,,5615665.0,993415.0,4622250.0
2020,,5639834.0,1017584.0,4622250.0
2021,,5663573.0,1041323.0,4622250.0
2022,,5685238.0,1062988.0,4622250.0
2023,,5705286.0,1083036.0,4622250.0
2024,,5725482.0,1103232.0,4622250.0
2025,,5744696.0,1122445.0,4622250.0
2026,,5764271.0,1142020.0,4622250.0
2027,,5784434.0,1162183.0,4622250.0
2028,,5804850.0,1182600.0,4622250.0
2029,,5822719.0,1200468.0,4622250.0
2030,,5840968.0,1218718.0,4622250.0
2031,,5860476.0,1238226.0,4622250.0
2032,,5883313.0,1261063.0,4622250.0
2033,,5907091.0,1284841.0,4622250.0
2034,,5931146.0,1308896.0,4622250.0
2035,,5955004.0,1332754.0,4622250.0
2036,,5978014.0,1355764.0,4622250.0
2037,,6000414.0,1378163.0,4622250.0
2038,,6023944.0,1401693.0,4622250.0
2039,,6048580.0,1426329.0,4622250.0
2040,,6074356.0,1452105.0,4622250.0
