year,Base case cost,Modeled residential ashp
2017,430273.300179,1006317.61621
2018,491079.428726,1053317.5936
2019,567970.269493,1116647.25169
2020,612990.073852,1148565.10183
2021,643118.160445,1165932.29726
2022,666509.66363,1176886.28601
2023,685867.354626,1184112.32013
2024,702535.837496,1188942.92697
2025,728973.462719,1203808.70148
2026,752173.224694,1215696.15556
2027,771108.601909,1223598.83421
2028,790260.988603,1231976.11134
2029,812726.485673,1243907.49177
2030,827655.176884,1248574.1193
2031,852170.55882,1263035.65967
