year,Base case cost,Modeled non-residential ashp
2017,283053.858491,284431.193599
2018,300357.886579,300541.867908
2019,324459.925702,322981.735694
2020,335583.943758,333338.59775
2021,343617.956799,340818.553679
2022,349179.965827,345996.984706
2023,353505.972849,350024.653283
2024,356595.977865,352901.55941
2025,360303.983884,356353.846762
2026,365247.991909,360956.896564
2027,369573.998931,364984.565141
2028,372664.003947,367861.471268
2029,377608.011972,372464.52107
2030,380080.015984,374766.045971
2031,385024.024009,379369.095774
