year,Base case cost,Modeled residential ashp
2017,154706.926605,230485.725326
2018,166496.055536,230565.387499
2019,182108.685742,231185.584697
2020,189437.063186,230743.655795
2021,194535.064886,230039.730905
2022,198358.566161,229199.496371
2023,200907.567011,228222.195027
2024,202819.317648,227191.395246
2025,205368.318498,226274.99052
2026,208554.569561,225472.275676
2027,211103.570411,224613.946492
2028,213333.946155,223741.484359
2029,216201.572111,222980.694218
2030,227919.382037,232202.695746
2031,231253.753264,231684.999064
