year,Base case cost,Modeled residential ashp
2017,267577.22591,574863.849049
2018,298241.377262,591570.836496
2019,341449.954168,616405.09334
2020,361660.417559,626536.166927
2021,366972.532102,623829.999178
2022,377167.220899,627567.37005
2023,384643.326016,629647.015187
2024,390760.139294,630928.155823
2025,387456.552397,622600.359219
2026,396067.483411,625498.542017
2027,403353.655809,627628.481142
2028,398645.225331,618318.974419
2029,407031.690403,621162.461461
2030,411547.479288,621684.963412
2031,408694.301942,613395.460128
