year,Base case cost,Modeled residential ashp
2017,341714.615144,613485.573967
2018,367369.48514,627089.04725
2019,404151.811978,649528.505357
2020,430224.212558,666213.421039
2021,446159.601876,674223.206556
2022,459742.823632,680802.887473
2023,471749.452727,686456.79684
2024,483005.949781,691740.217407
2025,494389.661129,697259.380146
2026,511236.458568,707810.591851
2027,530914.303089,721564.861604
2028,542813.232329,727909.801237
2029,559412.394188,738785.168311
2030,570605.716389,744888.109249
2031,588610.163907,757090.776358
