year,annotation,consumption,consumption residential,consumption non-residential
2003,,1589779.0,671764.0,918015.0
2004,,1609989.0,684027.0,925962.0
2005,,1604609.0,702531.0,902078.0
2006,,1745940.0,726384.0,1019556.0
2007,,1776561.0,698013.0,1078548.0
2008,,1878025.0,703643.0,1174382.0
2009,,1846143.0,740817.0,1105326.0
2010,,1655305.0,775105.0,880200.0
2011,,1734388.0,802865.0,931523.0
2012,,1821019.0,871398.0,949621.0
2013,,1928594.0,875605.0,1052989.0
2014,,2004121.0,858582.0,1145539.0
2015,,2090348.0,936778.0,1153570.0
2016,start of forecast,2007606.0,890240.0,1117366.0
2017,,2027019.0,909653.0,1117366.0
2018,,2044846.0,927480.0,1117366.0
2019,,2068081.0,950715.0,1117366.0
2020,,2100032.0,982666.0,1117366.0
2021,,2119223.0,1001857.0,1117366.0
2022,,2136368.0,1019002.0,1117366.0
2023,,2152758.0,1035392.0,1117366.0
2024,,2169386.0,1052020.0,1117366.0
2025,,2187017.0,1069651.0,1117366.0
2026,,2205983.0,1088617.0,1117366.0
2027,,2239174.0,1121808.0,1117366.0
2028,,2259130.0,1141764.0,1117366.0
2029,,2279159.0,1161793.0,1117366.0
2030,,2296995.0,1179629.0,1117366.0
2031,,2317173.0,1199807.0,1117366.0
2032,,2343796.0,1226430.0,1117366.0
2033,,2364486.0,1247120.0,1117366.0
2034,,2384831.0,1267465.0,1117366.0
2035,,2414674.0,1297308.0,1117366.0
2036,,2435593.0,1318227.0,1117366.0
2037,,2461419.0,1344053.0,1117366.0
2038,,2482314.0,1364948.0,1117366.0
2039,,2503912.0,1386546.0,1117366.0
2040,,2525786.0,1408420.0,1117366.0
