year,Base case cost,Modeled non-residential ashp
2017,494636.229087,608982.222675
2018,531935.426018,641374.095243
2019,589563.074353,692131.489469
2020,618085.121537,717381.987077
2021,640549.612184,737556.393021
2022,658942.345026,754313.351075
2023,674231.179344,768457.143041
2024,688564.674423,781809.173248
2025,719616.623144,811716.079617
2026,737955.459811,828582.718975
2027,754133.21715,843615.433963
2028,769280.514995,857781.266935
2029,795102.711519,882294.843629
2030,808164.050291,894701.872486
2031,827604.650703,912670.275589
