year,Base case cost,Modeled transmission and interties
2021,839410.880068,1450557.93899
2022,872742.67822,1484757.80878
2023,897712.248464,1510388.66025
2024,920633.959354,1533927.39373
2025,955880.237617,1570187.37827
2026,988803.765159,1602818.71713
2027,1017286.73985,1632051.92902
2028,1041620.31883,1655847.08727
2029,1074028.22174,1689084.1666
2030,1097402.12079,1714302.7522
2031,1133224.20701,1749824.20228
2032,1169573.30389,1787087.65327
2033,1206449.41144,1823644.48024
2034,1246126.48309,1864313.18331
2035,1274454.93305,1893356.06213
2036,1314403.64292,1934295.88722
2037,1345058.09675,1965727.81363
2038,1385244.28674,2006903.86441
2039,1426442.20708,2047804.28198
2040,1471465.83449,2093913.36225
