year,Base case cost,Modeled residential ashp
2017,2068219.44504,2505411.78917
2018,2191387.65564,2618151.93676
2019,2343663.22311,2758932.97762
2020,2419683.0837,2826281.46846
2021,2468750.54841,2867665.05516
2022,2519059.75564,2910740.04482
2023,2546201.79444,2931170.48255
2024,2565922.12914,2944545.85316
2025,2593023.37914,2965207.52095
2026,2622577.73444,2988377.20252
2027,2649678.87444,3009298.17767
2028,2671830.84504,3025547.82667
2029,2698909.85564,3046694.07213
2030,2716166.78034,3058442.95306
2031,2748183.85564,3084610.52544
