year,annotation,consumption,consumption residential,consumption non-residential
2003,,4693306.0,789199.0,3904107.0
2004,,4592571.0,847851.0,3744720.0
2005,,4441273.0,830536.0,3610737.0
2006,,4915045.0,814554.0,4100491.0
2007,,5057191.0,891723.0,4165468.0
2008,,5023316.0,857849.0,4165468.0
2009,,5821244.0,1044964.0,4776280.0
2010,,5165153.0,1144645.0,4020508.0
2011,,4707462.0,1150000.0,3557462.0
2012,,5461132.0,1213720.0,4247412.0
2013,,5862315.0,1170786.0,4691529.0
2014,start of forecast,5408359.0,1242891.0,4165468.0
2015,,5448038.0,1282571.0,4165468.0
2016,,5487614.0,1322147.0,4165468.0
2017,,5526726.0,1361258.0,4165468.0
2018,,5564438.0,1398970.0,4165468.0
2019,,5600344.0,1434877.0,4165468.0
2020,,5635771.0,1470303.0,4165468.0
2021,,5670946.0,1505478.0,4165468.0
2022,,5704386.0,1538919.0,4165468.0
2023,,5737266.0,1571799.0,4165468.0
2024,,5768539.0,1603071.0,4165468.0
2025,,5801536.0,1636069.0,4165468.0
2026,,5833523.0,1668055.0,4165468.0
2027,,5866871.0,1701403.0,4165468.0
2028,,5900017.0,1734549.0,4165468.0
2029,,5927447.0,1761980.0,4165468.0
2030,,5955970.0,1790502.0,4165468.0
2031,,5986204.0,1820737.0,4165468.0
2032,,6020788.0,1855320.0,4165468.0
2033,,6056636.0,1891168.0,4165468.0
2034,,6092456.0,1926988.0,4165468.0
2035,,6127710.0,1962242.0,4165468.0
2036,,6161452.0,1995984.0,4165468.0
2037,,6193702.0,2028235.0,4165468.0
2038,,6227234.0,2061766.0,4165468.0
2039,,6262395.0,2096927.0,4165468.0
2040,,6299279.0,2133811.0,4165468.0
