year,Base case cost,Modeled residential ashp
2017,71273.1892116,696344.681541
2018,80932.5648608,661041.520701
2019,93472.0679886,618198.327539
2020,100288.317059,591621.430324
2021,105724.581328,568944.688591
2022,109568.459651,547982.298401
2023,113306.517602,530212.398423
2024,115672.467565,513378.082836
2025,119508.469074,496383.928458
2026,122900.908864,478290.860271
2027,126520.985463,462709.571043
2028,129337.924878,446637.027817
2029,133716.329828,430465.75197
2030,135931.650586,416358.373312
2031,139515.624446,399980.566443
