year,Base case cost,Modeled non-residential ashp
2017,429015.638774,513555.874259
2018,461029.200603,545184.729027
2019,504460.098059,588071.730294
2020,530089.384501,613435.701522
2021,549860.776703,633034.638835
2022,567200.172719,650241.377244
2023,581986.904628,664935.248828
2024,604386.791219,687255.540854
2025,618648.885394,701438.040466
2026,636053.57573,718723.338955
2027,651684.983078,734261.885979
2028,665462.66216,747973.236257
2029,682476.790229,764881.23824
2030,696562.842885,778900.962092
2031,713965.789807,796197.782929
