year,Base case cost,Modeled residential ashp
2017,48005.9428768,62662.522602
2018,53549.1078244,66975.6254088
2019,61517.4074366,73175.7106937
2020,59733.0876337,70545.723169
2021,62108.9018048,72344.9457116
2022,64009.5531417,73784.3237457
2023,65276.6540329,74743.9091017
2024,66226.9797013,75463.5981188
2025,61171.856521,70100.9594032
2026,62607.369703,71152.0781662
2027,63755.7802485,71992.9731766
2028,64760.6394759,72728.7563107
2029,66052.6013397,73674.7631974
2030,59869.518424,67299.4830722
2031,61285.3836989,68292.5144862
