year,Base case cost,Modeled non-residential ashp
2017,63653.4252944,115062.241514
2018,68771.9166479,120494.481459
2019,76108.4209213,128280.692046
2020,79520.7484903,131902.185343
2021,72602.5858423,125140.89699
2022,74111.7465566,126754.640568
2023,75319.075128,128045.635431
2024,76224.5715566,129013.881577
2025,77431.900128,130304.87644
2026,68505.0238582,121472.124747
2027,69423.534209,122463.843103
2028,70342.0445599,123455.561458
2029,71391.7706751,124588.953864
2030,61230.8202949,114480.294916
2031,62345.9748687,115700.032354
