year,annotation,diesel generation efficiency
2002,,13.3
2003,,12.42
2004,,10.42
2005,,9.54
2006,,11.96
2007,,11.56
2008,,11.04
2009,,10.32
2012,,12.48
2013,,11.8
2014,,11.75
2015,,12.9
2016,start of forecast,12.15
2017,,12.15
2018,,12.15
2019,,12.15
2020,,12.15
2021,,12.15
2022,,12.15
2023,,12.15
2024,,12.15
2025,,12.15
2026,,12.15
2027,,12.15
2028,,12.15
2029,,12.15
2030,,12.15
2031,,12.15
2032,,12.15
2033,,12.15
2034,,12.15
2035,,12.15
2036,,12.15
2037,,12.15
2038,,12.15
2039,,12.15
2040,,12.15
