year,annotation,consumption,consumption residential,consumption non-residential
2003,,746556.0,285812.0,460744.0
2004,,739803.0,294805.0,444998.0
2005,,696966.0,273531.0,423435.0
2006,,668747.0,281789.0,386958.0
2007,,645623.0,251696.0,393927.0
2008,,660335.0,234318.0,426017.0
2009,,700423.0,238435.0,461988.0
2010,,669525.0,224994.0,444531.0
2011,,685551.0,241020.0,444531.0
2012,,709312.0,252642.0,456670.0
2013,,698226.0,251116.0,447110.0
2014,,698860.0,241701.0,457159.0
2015,,668998.0,239674.0,429324.0
2016,start of forecast,707012.0,262481.0,444531.0
2017,,711476.0,266945.0,444531.0
2018,,716028.0,271497.0,444531.0
2019,,720696.0,276165.0,444531.0
2020,,725347.0,280816.0,444531.0
2021,,729895.0,285364.0,444531.0
2022,,734425.0,289894.0,444531.0
2023,,738904.0,294373.0,444531.0
2024,,743430.0,298899.0,444531.0
2025,,747942.0,303411.0,444531.0
2026,,752463.0,307932.0,444531.0
2027,,756876.0,312345.0,444531.0
2028,,761216.0,316685.0,444531.0
2029,,766217.0,321686.0,444531.0
2030,,771030.0,326499.0,444531.0
2031,,775602.0,331071.0,444531.0
2032,,779583.0,335052.0,444531.0
2033,,783353.0,338822.0,444531.0
2034,,787101.0,342570.0,444531.0
2035,,790972.0,346441.0,444531.0
2036,,795064.0,350533.0,444531.0
2037,,799345.0,354814.0,444531.0
2038,,803513.0,358982.0,444531.0
2039,,807360.0,362829.0,444531.0
2040,,810944.0,366413.0,444531.0
