year,Base case cost,Modeled non-residential ashp
2017,382059.24241,468347.743078
2018,404265.039135,488088.581592
2019,435659.441403,516768.446678
2020,450973.783972,529917.614272
2021,460928.106642,537915.823596
2022,468585.277927,543728.061419
2023,473945.297826,547353.426322
2024,478539.600597,550273.992923
2025,483133.903368,553230.379009
2026,490025.357524,558446.177436
2027,495385.377424,562213.181079
2028,499213.963066,564530.589303
2029,505339.700094,569105.00753
2030,509168.285736,571486.807485
2031,515294.022764,576124.108262
