year,Base case cost,Modeled residential ashp
2017,429015.638774,714199.615885
2018,461029.200603,736775.300521
2019,504460.098059,769571.955545
2020,530089.384501,787056.569535
2021,549860.776703,799604.361665
2022,567200.172719,810190.791642
2023,581986.904628,818692.021896
2024,604386.791219,835047.179542
2025,618648.885394,843390.496485
2026,636053.57573,854664.014869
2027,651684.983078,864507.9635
2028,665462.66216,872839.081839
2029,682476.790229,884185.807129
2030,696562.842885,893051.719063
2031,713965.789807,905008.376512
