year,Base case cost,Modeled residential ashp
2017,237366.558361,315059.870508
2018,256844.969026,329719.081995
2019,281930.708469,348250.710554
2020,297812.922358,361048.636969
2021,311247.351471,372362.618443
2022,323799.201011,383179.556278
2023,334183.665001,392600.180433
2024,344702.204459,402154.880054
2025,355983.814823,412279.882616
2026,368068.718735,423015.410758
2027,379029.707233,433012.559419
2028,390124.771197,443143.783548
2029,402719.161882,454388.798462
2030,412717.125525,463808.458204
2031,434400.085186,483949.274128
