year,Base case cost,Modeled non-residential ashp
2017,237366.558361,327371.74105
2018,256844.969026,344603.776769
2019,281930.708469,366634.446285
2020,297812.922358,381078.980208
2021,311247.351471,393525.004345
2022,323799.201011,405268.158903
2023,334183.665001,415203.347905
2024,344702.204459,425272.612373
2025,355983.814823,436015.09275
2026,368068.718735,447471.011677
2027,379029.707233,457982.725185
2028,390124.771197,468628.51416
2029,402719.161882,480593.91986
2030,412717.125525,490322.31851
2031,434400.085186,511286.438188
