year,Base case cost,Modeled residential ashp
2017,187989.228078,278133.440584
2018,205577.582669,291629.223521
2019,227985.583209,309505.631988
2020,241855.208562,319999.105047
2021,253935.305788,329009.323535
2022,270719.602673,342978.810552
2023,280208.150053,349856.443541
2024,289364.02414,356504.285248
2025,305549.813083,370183.940168
2026,316054.409435,378183.087512
2027,326205.305551,385927.775953
2028,342605.121746,400019.468671
2029,353666.932114,408720.497947
2030,369975.884873,422864.261487
2031,381426.693706,432045.171709
