year,annotation,consumption,consumption residential,consumption non-residential
2003,,655647.0,131682.0,523965.0
2004,,631253.0,147420.0,483833.0
2005,,615278.0,135670.0,479608.0
2006,,627152.0,154968.0,472184.0
2007,,617925.0,168845.0,449080.0
2008,,899151.0,178236.0,720915.0
2009,,788905.0,174499.0,614406.0
2010,,775484.0,171947.0,603537.0
2011,,782009.0,173528.0,608481.0
2012,,834235.0,185150.0,649085.0
2013,,851566.0,178146.0,673420.0
2014,,824482.0,165759.0,658723.0
2015,,823761.0,195934.0,627827.0
2016,start of forecast,848005.0,194682.0,653323.0
2017,,852958.0,199635.0,653323.0
2018,,857967.0,204644.0,653323.0
2019,,863024.0,209701.0,653323.0
2020,,868120.0,214797.0,653323.0
2021,,873274.0,219950.0,653323.0
2022,,878518.0,225195.0,653323.0
2023,,883875.0,230552.0,653323.0
2024,,889337.0,236014.0,653323.0
2025,,894881.0,241558.0,653323.0
2026,,900488.0,247165.0,653323.0
2027,,906170.0,252846.0,653323.0
2028,,911943.0,258619.0,653323.0
2029,,917892.0,264569.0,653323.0
2030,,923943.0,270619.0,653323.0
2031,,930097.0,276774.0,653323.0
2032,,936330.0,283006.0,653323.0
2033,,942665.0,289341.0,653323.0
2034,,949133.0,295810.0,653323.0
2035,,955750.0,302426.0,653323.0
2036,,962529.0,309205.0,653323.0
2037,,969468.0,316145.0,653323.0
2038,,976537.0,323213.0,653323.0
2039,,983733.0,330410.0,653323.0
2040,,991023.0,337700.0,653323.0
