year,Base case cost,Modeled residential ashp
2017,481144.937219,564240.788553
2018,517878.493157,596269.712299
2019,567529.00505,639394.444054
2020,594511.235408,663341.427836
2021,615712.882337,682418.402162
2022,639947.164764,705135.061301
2023,654385.648128,718511.208364
2024,667899.000048,731113.986311
2025,682647.706342,744800.356303
2026,699775.203477,760561.99248
2027,714868.601914,774593.054615
2028,728990.909954,787804.788682
2029,754184.377985,811632.395754
2030,773901.948174,830742.916628
2031,792155.439644,847630.547139
