year,Base case cost,Modeled non-residential ashp
2017,206356.609108,246228.710242
2018,219573.249342,258832.936625
2019,237906.008376,276316.218381
2020,246432.873043,284447.977338
2021,252401.67831,290140.208607
2022,256665.110643,294206.088085
2023,259649.513277,297052.20372
2024,262207.572677,299491.731407
2025,265191.97531,302337.847042
2026,269029.06441,305997.138572
2027,272013.467044,308843.254207
2028,274571.526444,311282.781894
2029,278408.615544,314942.073424
2030,280113.988477,316568.425216
2031,283951.077577,320227.716746
