year,Base case cost,Modeled residential ashp
2017,8767111.83679,9829792.1388
2018,9857301.41763,10220972.0505
2019,11349801.5335,10801253.8232
2020,12082656.9086,11038866.498
2021,12579706.0816,11169467.6588
2022,13012418.8428,11274426.8092
2023,13272436.2159,11299343.7396
2024,13529525.7039,11323888.6459
2025,13779584.9013,11343899.2207
2026,14097250.1667,11397938.9368
2027,14373866.2554,11431317.0001
2028,14613040.0604,11447584.5161
2029,14919519.4614,11497413.3021
2030,15087486.5027,11482975.3584
2031,15419026.989,11544239.7921
