year,Base case cost,Modeled non-residential ashp
2017,8767111.83679,8710380.10665
2018,9857301.41763,9644454.44712
2019,11349801.5335,10929363.0264
2020,12082656.9086,11554492.4846
2021,12579706.0816,11974482.516
2022,13012418.8428,12339171.9535
2023,13272436.2159,12553165.7465
2024,13529525.7039,12764600.8711
2025,13779584.9013,12969366.2683
2026,14097250.1667,13233441.18
2027,14373866.2554,13461135.1078
2028,14613040.0604,13656046.8859
2029,14919519.4614,13909943.524
2030,15087486.5027,14042945.3794
2031,15419026.989,14318211.753
