year,Base case cost,Modeled non-residential ashp
2017,285140.48932,381930.82443
2018,307069.423832,401169.300995
2019,338744.551462,429847.857441
2020,353363.841137,442127.782863
2021,363922.217013,450535.41067
2022,372044.04461,456635.66393
2023,377729.323929,460427.569895
2024,381790.237727,462693.138197
2025,387475.517045,466563.279493
2026,393972.979123,471254.12824
2027,399658.258441,475198.880563
2028,403719.17224,477613.712888
2029,410216.634318,482412.579412
2030,414277.548116,484896.898669
2031,420775.010194,489763.623525
