year,Base case cost,Modeled residential ashp
2017,101622.931049,199910.922743
2018,109438.315687,204522.883426
2019,128690.785377,220194.416057
2020,134244.728199,222970.965065
2021,138255.909125,224433.866957
2022,141341.432915,225127.40144
2023,143501.299568,225050.424556
2024,145044.061463,224474.544718
2025,147203.928116,224489.573229
2026,149672.347148,224821.71911
2027,151832.2138,224924.490807
2028,153374.975695,224524.146694
2029,155843.394727,224983.322373
2030,157386.156622,224664.695467
2031,159854.575654,225203.673106
