year,Base case cost,Modeled non-residential ashp
2017,237408.091801,352891.910623
2018,252721.947597,368468.473863
2019,273505.037606,389608.095403
2020,283349.659189,399621.600343
2021,290459.663666,406853.576133
2022,295381.974457,411860.328603
2023,298663.514985,415198.163583
2024,301398.132092,417979.692733
2025,304679.672619,421317.527713
2026,309055.05999,425767.974353
2027,312336.600517,429105.809333
2028,315071.217624,431887.338483
2029,318899.681573,435781.479293
2030,321634.298679,438563.008443
2031,325462.762628,442457.149254
