year,Base case cost,Modeled residential energy efficiency
2017,691205.389424,673486.294714
2018,718649.68834,698010.865081
2019,755895.522582,731294.210578
2020,783301.173481,756822.893125
2021,796207.396496,768373.527884
2022,805142.473967,776370.121179
2023,811099.192282,781701.183376
2024,805883.35275,775963.963746
2025,811764.273946,781219.228825
2026,819605.502208,788226.248929
2027,835918.851925,803913.942529
2028,840882.783853,808356.494359
2029,847832.288554,814576.066922
2030,852796.220482,819018.618753
2031,859745.725182,825238.191316
2032,867688.016268,832346.274245
2033,864692.564712,828516.614532
2034,872533.792973,835523.634636
2035,877434.560637,839903.022202
2036,885275.788899,846910.042307
