year,Base case cost,Modeled non-residential ashp
2017,277439.906716,333294.493793
2018,302671.561018,355336.199186
2019,337995.877041,386194.586737
2020,349749.849088,395821.926177
2021,361356.465924,405939.900189
2022,369646.906521,413167.024483
2023,376279.258999,418948.723918
2024,381253.523357,423284.998495
2025,381449.202187,422736.355913
2026,388802.498971,429132.668024
2027,394521.729803,434107.577444
2028,393552.05423,432499.912089
2029,400797.251261,438788.124448
2030,404822.360723,442281.575758
2031,405919.4294,442421.659762
