year,Base case cost,Modeled non-residential ashp
2017,51995.7027726,73975.9858778
2018,55377.4325626,77894.6323729
2019,60027.3110238,83282.7713038
2020,54872.0757204,78479.8875881
2021,63726.0779816,87568.7909079
2022,57201.051055,81228.3290987
2023,57946.3231621,82107.830382
2024,58505.2772424,82767.4563446
2025,59157.3903361,83537.0199675
2026,59995.8214566,84526.4589113
2027,60741.0935636,85405.9601947
2028,61300.0476439,86065.5861572
2029,62045.319751,86945.0874406
2030,62511.1148179,87494.7757427
2031,63349.5459384,88484.2146865
