year,Base case cost,Modeled non-residential ashp
2017,98792.5788277,227284.346064
2018,104849.434364,226998.004847
2019,113621.432036,228056.375621
2020,117589.716698,226936.607443
2021,120304.858835,225299.783548
2022,122393.429709,223437.696019
2023,123855.429321,221348.747386
2024,125108.571846,219226.995854
2025,126570.571458,217266.53665
2026,128241.428158,215465.881979
2027,129703.42777,213627.960043
2028,130956.570294,211751.351786
2029,132418.569907,210030.29047
2030,133462.855344,208169.99459
2031,135342.569131,206755.998836
