year,Base case cost,Modeled non-residential ashp
2017,140040.23936,136554.236132
2018,152779.738072,148566.600244
2019,170614.436785,165462.800716
2020,179113.874209,173423.60296
2021,185062.212922,178945.384228
2022,194324.064421,187856.697095
2023,197815.243133,191037.299372
2024,200434.881846,193386.230057
2025,203490.500558,196156.976696
2026,207417.99927,199767.369555
2027,210473.917983,202545.782442
2028,213098.975408,204914.868484
2029,217032.032833,208541.484508
2030,224873.963044,216152.283979
2031,228903.701756,219882.280857
