year,Base case cost,Modeled non-residential ashp
2017,1428755.5702,1615408.69738
2018,1576597.86807,1745548.57751
2019,1792277.70101,1937441.42616
2020,1891044.13048,2023409.39335
2021,1965116.23048,2087132.19164
2022,2014493.55101,2128607.5515
2023,2053994.43155,2161229.11914
2024,2079222.24807,2180598.5353
2025,2113703.20967,2208817.39814
2026,2162962.25181,2250460.37735
2027,2192786.53046,2274158.84557
2028,2222450.64072,2297762.90335
2029,2261676.18393,2330518.30534
2030,2281321.35365,2345178.96191
2031,2325270.63551,2381833.44517
