year,Base case cost,Modeled residential ashp
2017,1428755.5702,1843395.37546
2018,1576597.86807,1948353.81309
2019,1792277.70101,2106327.26441
2020,1891044.13048,2174141.58859
2021,1965116.23048,2223220.78319
2022,2014493.55101,2253560.08533
2023,2053994.43155,2276508.51264
2024,2079222.24807,2287665.32799
2025,2113703.20967,2307087.61384
2026,2162962.25181,2337986.30975
2027,2192786.53046,2353074.96103
2028,2222450.64072,2368159.31203
2029,2261676.18393,2391802.27415
2030,2281321.35365,2399478.62023
2031,2325270.63551,2425829.0585
