year,Base case cost,Modeled non-residential ashp
2017,302992.652266,404806.347846
2018,327815.487149,428398.183646
2019,361113.472143,459955.790625
2020,380448.936951,478527.187035
2021,396925.701136,494452.124046
2022,411706.015515,508807.955981
2023,424669.212165,521474.014922
2024,437111.617369,533661.730661
2025,449714.913133,546010.336959
2026,463949.723844,559905.561716
2027,477650.335561,573309.035723
2028,482142.654003,577546.664699
2029,496111.416654,591218.28964
2030,508716.815291,603611.447056
2031,523823.116535,618378.162346
