year,Base case cost,Modeled residential energy efficiency
2017,442943.416555,430370.81375
2018,476513.884674,458706.489242
2019,521385.816743,496177.507598
2020,547514.549203,519057.058427
2021,569794.573246,538990.451293
2022,589789.378794,557180.155935
2023,607344.637992,573471.844499
2024,624195.316157,589239.462121
2025,641251.764795,605212.850215
2026,660471.867235,622988.871931
2027,678970.241103,640223.675165
2028,684946.776328,645117.149846
2029,703788.100984,662694.903868
2030,720808.722627,678812.975058
2031,741143.415131,697703.586838
2032,762817.147629,717752.72852
2033,783717.708935,737209.209102
2034,805991.605313,757858.514665
2035,811486.477517,762450.836416
2036,834154.767302,783494.535386
