year,Base case cost,Modeled residential ashp
2017,672455.239498,531341.166871
2018,739609.36008,589809.017043
2019,824689.631556,663196.232199
2020,883074.92884,715902.044984
2021,934605.874443,763423.942706
2022,980230.69281,806376.062486
2023,1029383.19641,853524.042149
2024,1077411.37312,899881.782235
2025,1121691.53028,942157.415456
2026,1175337.78773,993465.061646
2027,1227801.01747,1043923.76744
2028,1278869.89654,1093322.2099
2029,1335263.35227,1147377.05437
2030,1385501.40853,1196278.76133
2031,1443655.88881,1252094.63034
