year,Base case cost,Modeled non-residential ashp
2017,669625.538069,684396.067685
2018,709373.619049,721078.23025
2019,762880.651137,770458.064471
2020,788869.781009,794442.555379
2021,807215.049153,811372.784255
2022,819445.227916,822659.603506
2023,828617.861989,831124.717944
2024,836261.723716,838178.979975
2025,845434.357788,846644.094413
2026,856135.764206,856520.061257
2027,865308.398278,864985.175695
2028,872952.260005,872039.437727
2029,883653.666422,881915.404571
2030,889768.755804,887558.814197
2031,900470.162222,897434.781041
