year,Base case cost,Modeled residential ashp
2017,376009.863325,425159.645781
2018,400629.563325,443193.696773
2019,441026.159975,475307.70801
2020,456737.679975,486262.873989
2021,467450.079975,493199.005654
2022,475305.839975,497855.726781
2023,481019.119975,500812.272644
2024,485304.079975,502647.901267
2025,490303.199975,505102.304706
2026,496730.639975,508754.784892
2027,502443.919975,511863.841347
2028,506728.879975,513848.406113
2029,520873.496625,525325.843428
2030,524497.996625,526853.236587
2031,531022.096625,530777.866524
