year,Base case cost,Modeled residential energy efficiency
2017,404824.17786,393385.499843
2018,427600.15733,411778.264421
2019,469894.406824,448479.980858
2020,484556.771262,460042.428473
2021,494553.837925,467627.83539
2022,501885.020144,472950.250411
2023,507216.78903,476580.665801
2024,511215.615695,479090.086538
2025,515880.913471,482192.599589
2026,521879.153469,486459.234477
2027,527210.922355,490174.893441
2028,531209.74902,492767.559867
2029,549855.222392,509741.670458
2030,553266.222148,511880.199698
2031,559406.021707,516386.481588
2032,565545.821267,520911.023416
2033,571685.620827,525453.397217
2034,577825.420387,530013.185053
2035,581918.620094,532828.187919
2036,588740.619604,538008.85258
